1,1,1,2,276,1,276,2,12.95,1,-8000
1,1,1,2,276,1,276,2,19.95,1,-7000
1,1,1,2,276,0,276,1,93.74,2,0
1,1,1,1,616,0,616,1,63,2,-4999
1,1,1,1,616,0,616,1,65,5,-4999
1,1,1,0,826,0,826,2,32.31,1,0
1,1,1,2,276,0,276,2,12.3,1,0
1,1,1,1,826,0,826,1,135.76,1,300
1,1,1,1,616,0,616,1,155,2,-4999
1,1,1,3,276,0,276,1,79.99,1,20
1,1,1,1,616,0,616,1,144,2,-4999
1,1,1,1,616,0,616,1,172,6,-4999
1,1,1,0,826,0,826,2,27.97,1,0
1,1,1,1,616,0,616,1,144,3,-4999
1,1,1,3,276,8,276,1,49.9,6,0
1,1,1,2,528,0,840,2,24,1,50
1,1,1,2,826,0,826,2,21.71,1,0
1,1,1,1,276,0,276,1,159,1,0
1,1,1,1,826,0,826,1,40.17,1,0
1,1,1,2,276,1,276,2,4.95,1,-8000
1,1,1,1,616,0,616,1,117,8,-4999
1,1,1,1,616,0,616,1,217,4,-4999
1,1,1,1,616,0,616,1,162,10,-4999
1,1,1,1,616,0,616,1,209.99,2,-4999
1,1,1,1,826,0,826,1,38,1,0
1,1,1,1,616,0,616,1,199.99,2,-4999
1,1,1,1,616,0,616,1,182,4,-4999
1,1,1,2,276,0,276,1,59.95,1,50
1,1,1,2,276,0,276,1,39.9,52,-11250
1,1,1,2,276,1,276,2,31.95,1,-7000
1,1,1,2,276,1,276,2,36.95,1,-7000
1,1,1,2,276,1,276,2,9.95,1,-5500
1,1,1,2,276,1,276,2,41.95,1,-7000
1,1,1,2,276,1,276,2,10.95,1,-8000
1,1,1,2,276,1,276,2,30.95,1,-7000
1,1,1,2,276,1,276,2,13.95,1,-7000
1,1,1,2,276,1,276,2,32.95,1,-7000
1,1,1,2,276,1,276,2,19.95,1,-7000
1,1,1,2,276,1,276,2,19.95,1,-7000
1,1,1,2,276,1,276,2,26.95,1,-7000
1,1,1,2,276,1,276,2,34.95,1,-7000
1,1,1,2,276,1,276,2,32.95,1,-7000
1,1,1,2,276,1,276,2,34.95,1,-7000
1,1,1,2,276,1,276,2,44.95,1,-7000
1,1,1,2,276,1,276,2,41.95,1,-7000
